0.00600857 	11.2859 	144.4 	144.4 	21.9139 	0.000511309
0.00605194 	11.2859 	144.4 	144.4 	21.9139 	0.000511309
0.00612086 	11.2859 	144.4 	144.4 	21.9139 	0.000511309
0.00618845 	11.2859 	144.4 	144.4 	21.9139 	0.000511309
0.00625472 	11.2859 	144.4 	144.4 	21.9139 	0.000511309
0.0063197 	11.2859 	144.4 	144.4 	21.9139 	0.000511309
0.00638343 	11.2859 	144.4 	144.4 	21.9139 	0.000511309
0.00644591 	11.2859 	144.4 	144.4 	21.9139 	0.000511309
0.00650718 	11.2859 	144.4 	144.4 	21.9139 	0.000511309
0.00656726 	11.2859 	144.4 	144.4 	21.9139 	0.000511309
0.00662618 	11.2859 	144.4 	144.4 	21.9139 	0.000511309
0.00668395 	11.2859 	144.4 	144.4 	21.9139 	0.000511309
0.0067406 	11.2859 	144.4 	144.4 	21.9139 	0.000511309
0.00679615 	11.2859 	144.4 	144.4 	21.9139 	0.000511309
0.00685062 	11.2859 	144.4 	144.4 	21.9139 	0.000511309
0.00690403 	11.2859 	144.4 	144.4 	21.9139 	0.000511309
0.0069564 	11.2859 	144.4 	144.4 	21.9139 	0.000511309
0.00700776 	11.2859 	144.4 	144.4 	21.9139 	0.000511309
0.00705812 	11.2859 	144.4 	144.4 	21.9139 	0.000511309
0.0071075 	11.2859 	144.4 	144.4 	21.9139 	0.000511309
0.00715593 	11.2859 	144.4 	144.4 	21.9139 	0.000511309
0.00720341 	11.2859 	144.4 	144.4 	21.9139 	0.000511309
0.00724997 	11.2859 	144.4 	144.4 	21.9139 	0.000511309
0.00729563 	11.2859 	144.4 	144.4 	21.9139 	0.000511309
0.0073404 	11.2859 	144.4 	144.4 	21.9139 	0.000511309
0.0073843 	11.2859 	144.4 	144.4 	21.9139 	0.000511309
0.00742735 	11.2859 	144.4 	144.4 	21.9139 	0.000511309
0.00746956 	11.2859 	144.4 	144.4 	21.9139 	0.000511309
0.00751095 	11.2859 	144.4 	144.4 	21.9139 	0.000511309
0.00755154 	11.2859 	144.4 	144.4 	21.9139 	0.000511309
0.00759134 	11.2859 	144.4 	144.4 	21.9139 	0.000511309
0.00763037 	11.2859 	144.4 	144.4 	21.9139 	0.000511309
0.00766863 	11.2859 	144.4 	144.4 	21.9139 	0.000511309
0.00770616 	11.2859 	144.4 	144.4 	21.9139 	0.000511309
0.00774296 	11.2859 	144.4 	144.4 	21.9139 	0.000511309
0.00777904 	11.2859 	144.4 	144.4 	21.9139 	0.000511309
0.00781442 	11.2859 	144.4 	144.4 	21.9139 	0.000511309
0.00784912 	11.2859 	144.4 	144.4 	21.9139 	0.000511309
0.00788314 	11.2859 	144.4 	144.4 	21.9139 	0.000511309
0.0079165 	11.2859 	144.4 	144.4 	21.9139 	0.000511309
0.00794921 	11.2859 	144.4 	144.4 	21.9139 	0.000511309
0.00798129 	11.2859 	144.4 	144.4 	21.9139 	0.000511309
0.00801274 	11.2859 	144.4 	144.4 	21.9139 	0.000511309
0.00804359 	11.2858 	144.4 	144.402 	21.9139 	0.000511309
0.00807383 	11.2858 	144.402 	144.413 	21.9141 	0.000511309
0.00810349 	11.2856 	144.407 	144.483 	21.915 	0.00051131
0.00813257 	11.2846 	144.43 	144.909 	21.9185 	0.000511312
0.00816109 	11.2807 	144.525 	146.845 	21.9334 	0.00051132
0.00818905 	11.2647 	144.921 	152.352 	21.9948 	0.000511352
0.00821647 	11.2015 	146.508 	162.644 	22.2411 	0.000511473
0.00824336 	10.976 	152.561 	177.105 	23.1812 	0.000511918
0.00826972 	10.3345 	173.108 	194.604 	26.3896 	0.000513393
0.00829558 	9.05987 	229.647 	214.078 	35.3495 	0.000517483
0.00832093 	7.34769 	348.973 	234.028 	54.8186 	0.00052645
0.00834579 	5.71105 	544.034 	252.889 	88.2257 	0.00054217
0.00837016 	4.45861 	804.395 	269.807 	136.162 	0.000565445
0.00839406 	3.56978 	1107.52 	284.741 	197.765 	0.000596569
0.0084175 	2.92625 	1432.36 	298.033 	272.633 	0.000636195
0.00844049 	2.48532 	1722.15 	308.693 	348.479 	0.000678071
0.00846302 	2.0894 	2048.49 	319.884 	450.88 	0.000737836
0.00848512 	1.76448 	2359.77 	330.356 	571.72 	0.000812472
0.00850679 	1.49043 	2647.72 	340.286 	715.333 	0.00090636
0.00852804 	1.25504 	2905.41 	349.798 	887.671 	0.00102541
0.00854888 	1.05118 	3127.3 	358.974 	1096.26 	0.00117711
0.00856931 	0.875411 	3309.56 	367.857 	1349.1 	0.00136968
0.00858934 	0.727233 	3450.62 	376.449 	1649.67 	0.00160753
